YearsExperience,EducationLevel,Age,JobRole,Location,Certifications,PreviousCompanies,PerformanceRating,TechStack,Department,WorkingHours,LeavesTaken,Gender,EmploymentType,RemoteWork,Salary
16,5,61,Director,Hyderabad,4,2,2,C++,HR,40,4,Other,FullTime,0,80500.0
21,3,44,Lead,Pune,1,3,5,JavaScript,Finance,59,16,Female,Contract,0,37600.0
28,5,63,Analyst,Bangalore,3,0,2,Java,HR,58,19,Male,Contract,1,88300.0
2,5,37,Engineer,Pune,3,2,2,SQL,Operations,43,17,Male,Contract,0,38600.0
16,4,50,Consultant,Mumbai,5,2,1,Java,HR,55,22,Female,FullTime,0,32100.0
11,1,61,Lead,Hyderabad,2,0,3,Java,Admin,48,0,Other,Contract,1,32500.0
23,1,63,Lead,Mumbai,4,3,3,C++,Admin,36,10,Other,PartTime,1,62900.0
29,4,29,Consultant,Hyderabad,5,5,1,C++,Admin,41,27,Female,PartTime,1,93000.0
11,4,22,Lead,Delhi,5,5,4,C++,HR,55,7,Male,FullTime,0,49400.0
29,2,46,Consultant,Pune,3,5,4,Python,HR,45,23,Female,Contract,1,70800.0
19,1,52,Engineer,Chennai,2,4,1,Java,Finance,43,26,Female,FullTime,1,54400.0
9,3,47,Lead,Pune,3,2,5,Python,Operations,36,20,Female,PartTime,1,29300.0
6,2,61,Director,Pune,1,4,5,Java,IT,53,26,Other,Contract,0,9800.0
9,5,31,Lead,Chennai,1,2,5,JavaScript,Operations,55,14,Female,Contract,1,45500.0
17,1,21,Consultant,Bangalore,1,4,5,Java,Admin,37,14,Other,Contract,1,52600.0
30,4,57,Intern,Hyderabad,4,5,4,SQL,IT,48,19,Male,FullTime,1,97100.0
21,4,38,Intern,Hyderabad,0,3,1,SQL,IT,44,30,Other,FullTime,1,57700.0
5,4,28,Consultant,Pune,1,4,2,Python,Finance,42,2,Male,PartTime,0,31800.0
6,1,47,Consultant,Mumbai,1,1,1,JavaScript,Operations,51,29,Female,Contract,1,15100.0
27,3,38,Director,Delhi,1,1,4,C++,Operations,44,1,Male,PartTime,0,65600.0
16,4,29,Engineer,Bangalore,5,1,1,Java,IT,43,26,Male,PartTime,1,56700.0
29,1,22,Consultant,Mumbai,0,2,2,C++,Operations,49,23,Female,Contract,0,47100.0
11,5,37,Consultant,Mumbai,0,1,2,JavaScript,HR,50,18,Male,PartTime,0,47400.0
16,2,31,Engineer,Delhi,1,0,4,SQL,Admin,57,20,Female,Contract,1,57100.0
30,1,26,Intern,Bangalore,4,4,1,Java,Finance,57,30,Female,Contract,0,74400.0
17,1,25,Engineer,Delhi,1,4,3,C++,IT,53,29,Female,PartTime,1,46800.0
13,4,32,Lead,Delhi,2,1,5,Python,HR,57,22,Other,PartTime,0,50600.0
10,2,64,Analyst,Mumbai,4,4,1,Python,IT,44,20,Other,PartTime,1,28800.0
1,2,62,Analyst,Delhi,4,3,5,SQL,Admin,42,19,Other,Contract,0,25800.0
20,4,55,Lead,Mumbai,0,3,5,JavaScript,Finance,53,7,Other,FullTime,1,64700.0
0,3,44,Manager,Mumbai,1,1,1,SQL,Finance,59,15,Male,FullTime,0,11200.0
10,1,50,Manager,Delhi,0,4,5,Python,Finance,53,11,Male,FullTime,0,32900.0
1,4,37,Director,Chennai,5,1,3,JavaScript,Operations,58,6,Female,Contract,0,34500.0
15,3,56,Analyst,Hyderabad,0,2,5,Python,Admin,42,21,Female,PartTime,0,33800.0
21,4,26,Lead,Pune,0,4,5,JavaScript,HR,37,28,Female,FullTime,0,61900.0
2,5,52,Consultant,Delhi,1,0,3,Python,Finance,51,24,Other,PartTime,0,41800.0
19,3,54,Engineer,Hyderabad,2,0,3,JavaScript,IT,50,15,Other,Contract,1,69400.0
0,3,64,Analyst,Mumbai,1,4,2,Python,IT,36,29,Female,PartTime,0,10700.0
20,2,36,Lead,Hyderabad,4,4,2,Java,HR,46,8,Other,Contract,0,52400.0
19,1,27,Intern,Chennai,0,0,2,C++,HR,36,28,Other,FullTime,1,57300.0
7,4,52,Intern,Chennai,2,3,2,C++,Admin,49,19,Female,Contract,1,28600.0
18,4,37,Manager,Hyderabad,1,0,2,SQL,Finance,43,5,Male,PartTime,0,59600.0
25,1,52,Intern,Mumbai,3,3,5,JavaScript,Admin,41,12,Male,Contract,1,52400.0
0,1,34,Intern,Pune,0,3,5,SQL,Admin,47,1,Male,FullTime,1,-1200.0
29,2,46,Manager,Pune,2,1,5,SQL,Finance,51,18,Female,Contract,1,50300.0
28,1,29,Manager,Bangalore,0,3,3,C++,Finance,45,4,Male,Contract,1,80000.0
25,5,33,Intern,Pune,4,1,2,Java,HR,41,22,Female,Contract,0,87900.0
4,2,45,Director,Hyderabad,5,0,4,Java,Admin,50,10,Other,Contract,0,23000.0
29,3,32,Consultant,Delhi,5,2,1,Python,Finance,58,4,Female,PartTime,0,59000.0
30,1,36,Lead,Chennai,5,4,5,Python,Finance,57,23,Other,PartTime,1,81900.0
0,3,50,Lead,Delhi,3,5,5,Python,Operations,47,15,Other,PartTime,1,11600.0
10,2,41,Intern,Mumbai,3,2,3,SQL,Admin,42,13,Other,FullTime,0,31000.0
20,5,44,Consultant,Pune,3,0,4,C++,IT,38,16,Male,PartTime,0,75800.0
8,5,63,Engineer,Bangalore,4,3,5,Java,IT,46,22,Male,Contract,0,39900.0
4,1,25,Consultant,Mumbai,2,5,1,Java,Operations,36,3,Other,Contract,1,-8400.0
1,5,53,Lead,Bangalore,4,0,1,JavaScript,Admin,48,0,Female,PartTime,1,22800.0
12,4,51,Engineer,Chennai,1,5,4,Java,HR,52,1,Male,FullTime,1,35800.0
30,2,29,Intern,Delhi,2,2,2,Java,Operations,52,8,Male,Contract,0,61600.0
17,5,55,Consultant,Chennai,1,5,5,SQL,Operations,51,17,Male,FullTime,0,55000.0
25,2,28,Manager,Pune,0,2,2,C++,Finance,57,26,Male,FullTime,1,81300.0
24,2,31,Analyst,Mumbai,2,1,2,C++,Admin,55,30,Other,FullTime,0,69200.0
11,4,37,Consultant,Hyderabad,0,5,3,C++,Admin,48,30,Female,Contract,0,46800.0
13,1,36,Manager,Bangalore,0,0,1,Python,IT,40,29,Male,Contract,1,34900.0
4,2,40,Lead,Hyderabad,0,0,3,SQL,Operations,48,23,Male,FullTime,0,25400.0
26,4,47,Engineer,Chennai,2,5,2,Python,Finance,37,12,Male,Contract,1,62300.0
23,5,34,Manager,Bangalore,3,1,3,C++,Finance,46,9,Other,PartTime,1,80000.0
9,3,42,Consultant,Mumbai,1,1,5,SQL,Operations,37,27,Male,PartTime,0,34300.0
19,1,27,Consultant,Mumbai,4,2,4,JavaScript,HR,48,30,Male,FullTime,0,26200.0
1,3,31,Lead,Delhi,2,2,3,C++,HR,53,26,Other,FullTime,0,23700.0
3,4,37,Lead,Mumbai,0,5,5,JavaScript,Admin,51,20,Male,Contract,0,33100.0
11,2,33,Engineer,Chennai,0,0,5,C++,Admin,41,5,Male,Contract,0,27800.0
10,4,37,Intern,Delhi,5,3,5,JavaScript,Admin,54,12,Female,Contract,0,23100.0
3,1,31,Director,Delhi,1,0,5,SQL,Operations,55,8,Other,Contract,1,40000.0
10,1,24,Analyst,Chennai,1,4,4,SQL,HR,45,15,Other,FullTime,1,10800.0
8,5,36,Consultant,Chennai,0,2,5,JavaScript,HR,47,14,Other,FullTime,1,50600.0
9,4,51,Director,Mumbai,4,5,3,C++,IT,46,17,Female,Contract,1,30900.0
26,1,41,Manager,Mumbai,2,4,2,SQL,Admin,55,16,Other,Contract,1,72800.0
5,4,53,Director,Bangalore,1,5,3,JavaScript,Operations,41,8,Other,Contract,0,39100.0
14,5,33,Engineer,Delhi,4,4,5,JavaScript,Operations,41,28,Male,Contract,0,48300.0
9,5,49,Consultant,Mumbai,1,1,4,Python,HR,48,1,Other,FullTime,0,50500.0
30,4,35,Analyst,Delhi,2,5,3,SQL,Finance,39,0,Male,Contract,1,73400.0
21,1,30,Director,Delhi,1,3,1,Java,Finance,49,22,Other,Contract,1,25900.0
20,2,53,Director,Hyderabad,4,2,1,Java,HR,53,2,Female,Contract,0,42500.0
5,2,35,Analyst,Bangalore,4,5,3,JavaScript,Admin,47,15,Male,FullTime,0,32100.0
0,5,63,Manager,Hyderabad,2,1,4,C++,Operations,44,20,Female,Contract,1,19800.0
28,1,33,Engineer,Pune,2,5,4,Python,Finance,50,16,Female,FullTime,1,58200.0
20,5,55,Consultant,Bangalore,4,0,3,Python,HR,56,20,Female,PartTime,1,62900.0
27,5,41,Analyst,Hyderabad,3,3,5,JavaScript,Finance,37,19,Female,PartTime,1,77900.0
21,5,50,Manager,Pune,2,2,2,Python,Admin,46,9,Male,Contract,0,63800.0
23,5,63,Analyst,Hyderabad,5,5,3,Python,Operations,36,11,Other,Contract,1,83900.0
19,4,62,Engineer,Delhi,2,1,4,SQL,IT,54,16,Other,Contract,0,65300.0
29,4,27,Engineer,Delhi,2,3,5,Java,Finance,51,18,Male,Contract,1,88500.0
20,1,44,Director,Hyderabad,5,2,3,Python,Operations,47,30,Female,PartTime,0,39700.0
3,1,36,Director,Chennai,5,2,3,SQL,IT,55,12,Female,PartTime,0,16500.0
22,3,25,Lead,Pune,1,3,3,Python,Admin,39,28,Male,Contract,0,49000.0
25,2,26,Lead,Hyderabad,4,2,5,JavaScript,Finance,54,1,Female,Contract,0,63000.0
21,4,22,Director,Bangalore,3,0,3,SQL,IT,49,20,Female,PartTime,1,65100.0
13,1,23,Engineer,Chennai,5,4,5,SQL,Operations,42,9,Other,Contract,1,31100.0
19,5,30,Manager,Chennai,2,5,4,Python,Operations,48,4,Other,Contract,1,59500.0
21,4,44,Intern,Pune,4,1,3,C++,HR,49,5,Male,PartTime,1,71100.0
28,2,53,Director,Pune,2,5,5,Python,Operations,47,3,Other,Contract,0,73300.0
19,4,40,Lead,Hyderabad,5,2,3,C++,Finance,50,7,Female,PartTime,0,68000.0
27,2,42,Engineer,Bangalore,4,5,3,SQL,Admin,59,14,Other,FullTime,0,65700.0
7,3,52,Intern,Bangalore,4,5,3,Python,HR,48,22,Female,PartTime,0,36700.0
10,1,50,Consultant,Pune,1,2,3,Python,Finance,38,6,Female,Contract,0,17900.0
14,2,23,Analyst,Mumbai,0,1,3,SQL,IT,52,19,Other,Contract,0,48400.0
30,3,24,Director,Pune,4,1,4,SQL,HR,58,29,Female,FullTime,1,74200.0
18,4,24,Director,Hyderabad,0,4,4,Java,Admin,37,24,Female,FullTime,1,49300.0
7,1,59,Manager,Mumbai,3,0,4,Java,HR,47,19,Other,PartTime,0,9200.0
12,2,51,Intern,Bangalore,4,0,4,JavaScript,Operations,59,23,Other,PartTime,0,48200.0
17,2,29,Consultant,Hyderabad,1,4,3,JavaScript,HR,57,24,Male,Contract,1,47900.0
21,1,50,Engineer,Delhi,1,4,3,SQL,IT,45,21,Other,Contract,0,57500.0
23,4,49,Manager,Delhi,0,0,5,C++,IT,36,30,Male,PartTime,1,61600.0
16,4,45,Consultant,Mumbai,1,5,3,SQL,IT,38,6,Female,FullTime,1,33600.0
5,5,59,Analyst,Hyderabad,1,4,3,Java,Operations,39,30,Other,FullTime,0,43600.0
24,4,55,Engineer,Chennai,0,1,1,Python,Admin,39,13,Other,Contract,0,72100.0
14,1,45,Manager,Delhi,2,3,4,Python,HR,47,30,Other,FullTime,0,54900.0
12,3,57,Analyst,Hyderabad,5,4,2,Java,IT,59,17,Other,PartTime,1,29500.0
25,1,56,Analyst,Delhi,4,3,3,Python,Finance,52,4,Other,PartTime,0,59400.0
25,2,31,Director,Hyderabad,5,5,5,JavaScript,Admin,44,15,Female,PartTime,1,53300.0
17,5,46,Intern,Hyderabad,0,3,4,Python,Operations,58,11,Male,Contract,0,52600.0
10,5,62,Intern,Mumbai,0,4,5,JavaScript,Finance,52,3,Female,PartTime,1,57800.0
12,3,45,Engineer,Bangalore,0,5,3,SQL,HR,36,12,Female,FullTime,0,57800.0
0,2,41,Analyst,Bangalore,0,0,2,SQL,Operations,50,8,Female,FullTime,0,11000.0
17,4,22,Manager,Hyderabad,2,0,4,Java,HR,49,20,Female,PartTime,1,33800.0
4,4,30,Engineer,Hyderabad,2,1,5,SQL,Finance,43,24,Female,FullTime,1,25900.0
5,4,59,Analyst,Delhi,3,1,2,Java,Finance,50,22,Female,PartTime,0,28000.0
0,1,55,Director,Hyderabad,3,2,2,SQL,Operations,54,10,Female,PartTime,0,14400.0
6,4,53,Lead,Hyderabad,1,5,5,C++,Finance,36,9,Other,PartTime,1,43700.0
26,2,61,Lead,Bangalore,2,3,3,SQL,Admin,56,18,Female,Contract,0,53400.0
3,5,51,Intern,Delhi,5,4,1,Python,HR,48,16,Male,Contract,1,28500.0
8,1,24,Lead,Chennai,0,5,5,Java,IT,58,10,Other,Contract,0,24900.0
14,4,23,Analyst,Delhi,2,3,2,C++,IT,57,5,Other,PartTime,1,43100.0
30,2,25,Analyst,Bangalore,4,3,5,Python,Admin,38,8,Female,FullTime,0,63800.0
30,3,37,Manager,Mumbai,2,4,5,Java,Finance,41,9,Male,FullTime,0,72600.0
5,2,33,Lead,Hyderabad,3,4,1,SQL,HR,43,3,Male,Contract,1,14400.0
24,5,21,Lead,Delhi,4,4,2,JavaScript,IT,44,2,Other,FullTime,1,63600.0
16,2,59,Engineer,Delhi,3,5,4,Python,Operations,57,24,Other,FullTime,1,53200.0
19,2,64,Engineer,Delhi,5,0,5,JavaScript,Admin,48,21,Female,Contract,1,62200.0
17,1,43,Analyst,Delhi,3,1,5,Python,IT,38,12,Female,FullTime,0,29000.0
21,5,61,Intern,Hyderabad,0,3,3,Java,HR,35,8,Male,Contract,1,71300.0
30,4,45,Consultant,Hyderabad,4,3,5,Java,Finance,36,10,Female,PartTime,0,76000.0
3,5,51,Analyst,Hyderabad,5,2,1,Java,Admin,51,10,Other,FullTime,1,22200.0
8,3,33,Director,Bangalore,5,2,1,SQL,Admin,54,30,Female,Contract,0,48400.0
13,5,21,Intern,Hyderabad,3,2,1,Java,Finance,58,19,Male,FullTime,1,44200.0
2,1,54,Lead,Chennai,3,5,1,Java,Admin,40,21,Other,PartTime,0,18300.0
0,4,49,Lead,Bangalore,2,0,2,SQL,Finance,38,20,Other,PartTime,1,40600.0
26,5,51,Analyst,Pune,3,2,5,Java,HR,36,18,Male,FullTime,0,85800.0
28,4,28,Consultant,Pune,1,2,1,SQL,IT,47,23,Female,FullTime,0,86400.0
10,1,22,Consultant,Hyderabad,5,1,4,SQL,IT,43,12,Other,FullTime,0,35500.0
0,2,32,Consultant,Delhi,2,0,2,C++,Operations,43,0,Male,FullTime,1,20700.0
11,3,53,Manager,Mumbai,1,5,1,Python,IT,44,1,Female,PartTime,0,46100.0
24,5,50,Engineer,Chennai,0,0,2,Java,HR,49,18,Male,Contract,1,82600.0
8,4,61,Lead,Pune,3,4,5,JavaScript,HR,58,13,Other,Contract,0,47900.0
4,5,47,Consultant,Pune,4,4,2,Python,Finance,58,11,Other,Contract,0,43300.0
14,1,45,Manager,Bangalore,0,5,1,C++,HR,40,23,Other,PartTime,0,37600.0
17,2,58,Intern,Pune,4,2,1,Python,HR,59,25,Other,Contract,0,34700.0
8,1,53,Engineer,Chennai,5,5,1,Python,Finance,41,24,Male,PartTime,1,23000.0
12,4,58,Intern,Bangalore,1,1,3,JavaScript,HR,55,12,Female,PartTime,1,59200.0
27,5,36,Director,Bangalore,3,0,4,Java,IT,37,22,Female,Contract,1,94600.0
12,4,52,Consultant,Delhi,4,5,4,Java,Operations,52,6,Male,FullTime,1,47700.0
23,1,44,Consultant,Chennai,1,1,1,C++,Admin,41,10,Other,PartTime,0,72000.0
12,5,22,Intern,Delhi,4,2,1,Python,IT,42,17,Male,FullTime,0,40100.0
26,4,22,Intern,Hyderabad,5,1,4,Python,Admin,35,19,Male,Contract,0,62300.0
9,5,40,Analyst,Delhi,2,3,3,JavaScript,Finance,42,30,Male,Contract,0,69000.0
9,3,47,Manager,Mumbai,5,2,1,C++,Admin,55,10,Male,FullTime,0,44700.0
21,1,42,Engineer,Delhi,1,5,3,Java,Finance,40,18,Male,PartTime,1,52300.0
6,1,59,Consultant,Pune,2,2,1,SQL,Operations,38,13,Female,Contract,0,6600.0
27,3,39,Analyst,Chennai,0,0,5,JavaScript,Finance,48,22,Female,PartTime,0,83100.0
21,2,27,Consultant,Chennai,5,1,3,Python,IT,55,25,Other,FullTime,1,55900.0
30,4,23,Analyst,Delhi,4,1,2,Python,IT,39,17,Other,PartTime,1,79900.0
30,2,54,Consultant,Chennai,1,3,1,Java,Finance,47,3,Female,PartTime,1,88600.0
4,5,61,Lead,Mumbai,0,4,1,Java,Operations,56,26,Male,FullTime,0,36000.0
19,4,43,Engineer,Hyderabad,0,0,5,C++,Operations,35,12,Male,Contract,0,54500.0
6,4,25,Analyst,Hyderabad,0,5,4,JavaScript,Operations,45,21,Male,Contract,1,34100.0
19,4,63,Lead,Chennai,5,0,5,JavaScript,Admin,59,12,Male,PartTime,0,60000.0
9,3,23,Consultant,Chennai,5,3,1,Python,HR,35,15,Male,FullTime,0,42400.0
9,1,44,Analyst,Hyderabad,3,1,5,JavaScript,Finance,46,15,Other,Contract,0,23500.0
25,3,47,Engineer,Mumbai,2,4,5,JavaScript,IT,37,18,Male,PartTime,1,67600.0
24,3,54,Analyst,Delhi,2,4,3,SQL,Finance,36,11,Male,FullTime,1,77600.0
20,3,63,Director,Hyderabad,5,0,2,Java,Admin,52,0,Other,FullTime,0,72300.0
23,2,41,Director,Hyderabad,1,4,2,Python,Finance,45,23,Male,Contract,0,82800.0
27,3,32,Director,Hyderabad,5,3,3,Python,HR,55,5,Female,FullTime,0,85700.0
12,1,52,Director,Chennai,0,3,3,JavaScript,Finance,52,3,Male,PartTime,1,22600.0
14,4,42,Intern,Chennai,4,3,5,JavaScript,Operations,45,18,Male,Contract,0,57000.0
27,2,54,Manager,Pune,2,1,5,JavaScript,HR,53,2,Male,Contract,1,70200.0
27,3,43,Consultant,Bangalore,1,4,5,SQL,Admin,41,18,Other,PartTime,0,65600.0
5,3,21,Analyst,Hyderabad,5,5,3,C++,IT,35,30,Male,PartTime,1,25700.0
19,4,24,Analyst,Chennai,1,0,2,SQL,HR,57,16,Other,FullTime,1,54600.0
11,4,37,Analyst,Hyderabad,1,3,3,C++,HR,41,5,Male,Contract,1,55500.0
18,2,46,Analyst,Delhi,0,0,5,C++,Admin,44,20,Other,FullTime,1,39000.0
10,1,51,Lead,Chennai,4,5,4,JavaScript,HR,45,6,Female,Contract,1,36100.0
5,2,59,Manager,Hyderabad,3,1,2,Python,Finance,47,27,Other,PartTime,0,22500.0
0,4,57,Consultant,Chennai,2,0,2,JavaScript,HR,57,5,Female,PartTime,1,8900.0
1,1,60,Analyst,Pune,2,4,1,SQL,Finance,45,26,Female,FullTime,0,15100.0
22,3,53,Lead,Mumbai,1,3,4,Python,Finance,46,15,Other,Contract,1,51200.0
14,3,48,Intern,Mumbai,1,2,3,Java,Finance,55,19,Other,Contract,0,49100.0
3,5,30,Manager,Delhi,5,0,5,JavaScript,IT,53,26,Male,Contract,0,52000.0
4,4,56,Lead,Bangalore,5,4,4,C++,Finance,52,16,Female,PartTime,1,37500.0
14,5,29,Director,Delhi,0,3,4,SQL,HR,46,15,Female,PartTime,0,36200.0
10,2,46,Director,Pune,5,2,4,JavaScript,Operations,49,16,Male,PartTime,1,42200.0
9,2,54,Lead,Hyderabad,2,3,2,Java,Finance,54,0,Other,Contract,0,27600.0
16,1,34,Analyst,Mumbai,0,1,3,JavaScript,Operations,40,7,Male,Contract,0,48200.0
1,4,61,Manager,Pune,0,0,2,JavaScript,Admin,44,20,Male,Contract,1,22800.0
19,1,46,Engineer,Chennai,4,4,2,Python,IT,53,30,Male,Contract,1,43900.0
23,1,57,Lead,Hyderabad,3,0,5,C++,Finance,44,27,Female,FullTime,0,61400.0
9,2,51,Consultant,Pune,0,3,1,Python,Admin,57,11,Male,Contract,0,45400.0
19,2,58,Lead,Pune,4,4,2,JavaScript,IT,39,4,Other,PartTime,0,39400.0
29,4,63,Lead,Hyderabad,2,2,3,SQL,Admin,52,11,Other,PartTime,0,69700.0
2,2,48,Analyst,Pune,2,3,1,SQL,IT,44,17,Female,FullTime,1,24900.0
18,4,61,Lead,Pune,2,4,3,Java,HR,45,29,Other,PartTime,1,63700.0
27,5,64,Engineer,Chennai,2,5,2,Python,Operations,37,8,Male,FullTime,1,60800.0
4,3,60,Director,Pune,3,3,3,SQL,IT,42,1,Male,PartTime,1,11300.0
2,5,37,Director,Delhi,2,1,2,Java,Finance,51,24,Other,FullTime,1,20500.0
7,2,32,Consultant,Delhi,2,2,2,Python,Operations,40,25,Female,Contract,1,20000.0
4,3,47,Manager,Bangalore,3,4,1,Python,Operations,55,25,Female,Contract,0,50800.0
27,3,21,Manager,Bangalore,3,1,5,Python,IT,39,25,Male,PartTime,0,73900.0
29,1,60,Director,Chennai,1,2,2,Java,Admin,41,7,Female,Contract,0,68100.0
11,3,53,Engineer,Pune,4,3,1,Python,Finance,42,19,Female,Contract,0,30800.0
13,4,33,Engineer,Bangalore,1,5,2,SQL,IT,43,29,Other,PartTime,1,47300.0
6,2,25,Analyst,Delhi,1,1,3,SQL,HR,45,30,Other,FullTime,1,35800.0
10,2,57,Director,Hyderabad,4,4,1,Python,HR,42,29,Other,Contract,1,48000.0
7,1,60,Director,Chennai,4,3,3,Java,Finance,44,30,Male,PartTime,0,38600.0
4,1,63,Manager,Delhi,5,2,3,JavaScript,Admin,35,13,Female,PartTime,0,7300.0
7,2,48,Analyst,Delhi,5,2,5,Python,Admin,49,11,Other,PartTime,0,36600.0
11,1,44,Director,Bangalore,1,1,4,Python,Finance,54,22,Male,Contract,1,24900.0
14,3,40,Manager,Delhi,5,0,5,JavaScript,Finance,56,26,Female,PartTime,1,44600.0
18,3,60,Manager,Pune,4,1,2,C++,Finance,54,17,Female,Contract,0,63300.0
15,4,62,Intern,Hyderabad,0,1,4,Python,Finance,48,9,Other,Contract,1,68000.0
30,1,57,Manager,Hyderabad,0,1,3,Java,HR,36,1,Male,PartTime,1,63800.0
13,2,40,Manager,Hyderabad,1,2,1,Python,IT,54,14,Female,FullTime,1,48000.0
27,5,43,Consultant,Pune,5,2,4,JavaScript,IT,54,19,Female,FullTime,0,94900.0
6,2,23,Engineer,Mumbai,1,1,1,SQL,Admin,43,23,Female,PartTime,0,16000.0
7,5,25,Consultant,Mumbai,4,4,5,JavaScript,Admin,53,24,Female,PartTime,1,41100.0
6,5,35,Lead,Pune,3,4,4,SQL,Admin,59,27,Other,PartTime,0,30300.0
29,4,25,Consultant,Hyderabad,2,2,3,Python,Operations,51,20,Male,FullTime,1,54700.0
17,5,54,Manager,Mumbai,2,1,4,SQL,HR,41,11,Male,FullTime,1,53100.0
23,3,59,Engineer,Delhi,3,3,5,Python,Operations,36,30,Female,Contract,1,78600.0
5,3,59,Intern,Chennai,3,3,4,JavaScript,HR,53,1,Other,FullTime,0,27100.0
25,4,43,Lead,Bangalore,3,5,5,JavaScript,Operations,36,0,Male,PartTime,1,72900.0
18,2,37,Engineer,Mumbai,0,4,3,Java,IT,55,14,Male,FullTime,0,42800.0
3,2,29,Lead,Pune,1,3,1,SQL,Operations,52,2,Other,Contract,1,-0.0
22,2,24,Engineer,Bangalore,2,4,4,JavaScript,IT,45,1,Other,PartTime,1,58000.0
2,2,50,Analyst,Mumbai,4,4,2,SQL,IT,36,13,Other,PartTime,1,28600.0
16,3,34,Engineer,Pune,3,2,4,Python,Finance,36,19,Other,PartTime,0,48100.0
21,3,50,Analyst,Bangalore,1,2,1,Python,HR,39,15,Other,PartTime,0,55000.0
18,4,51,Consultant,Pune,2,0,5,JavaScript,Finance,41,25,Female,Contract,0,74600.0
26,4,21,Lead,Delhi,2,1,1,Java,Admin,39,26,Male,Contract,0,78400.0
14,4,47,Consultant,Bangalore,1,0,4,Python,Admin,49,17,Male,FullTime,1,44300.0
25,2,22,Director,Mumbai,0,1,2,C++,Finance,45,9,Other,FullTime,1,64500.0
5,2,60,Director,Bangalore,3,3,1,SQL,HR,59,27,Female,FullTime,1,22900.0
25,3,61,Manager,Delhi,4,4,1,Java,Operations,58,16,Male,Contract,1,73600.0
11,3,30,Intern,Bangalore,2,5,3,JavaScript,Admin,46,18,Female,Contract,1,41500.0
18,1,44,Consultant,Chennai,5,0,3,SQL,Operations,41,13,Other,FullTime,0,62600.0
5,1,40,Lead,Mumbai,4,1,4,JavaScript,IT,46,21,Male,PartTime,1,1000.0
10,2,62,Intern,Mumbai,1,0,4,SQL,Operations,45,4,Female,Contract,0,17500.0
19,3,36,Engineer,Delhi,5,1,1,SQL,Finance,46,2,Female,PartTime,0,66200.0
28,2,61,Manager,Mumbai,5,1,5,C++,Operations,56,1,Male,FullTime,1,67700.0
19,5,58,Consultant,Hyderabad,5,5,1,Python,Operations,46,15,Female,FullTime,0,61900.0
9,1,64,Engineer,Chennai,4,4,3,SQL,Admin,51,4,Other,FullTime,1,17200.0
25,4,62,Director,Mumbai,0,3,2,SQL,Admin,40,6,Male,FullTime,0,75400.0
15,2,63,Manager,Pune,3,0,4,C++,IT,58,30,Other,FullTime,0,50800.0
26,5,61,Lead,Chennai,4,1,1,SQL,Operations,35,6,Male,PartTime,1,73400.0
17,4,38,Consultant,Chennai,5,1,1,JavaScript,Admin,58,5,Female,FullTime,1,53000.0
13,5,55,Lead,Delhi,3,1,3,JavaScript,Admin,40,20,Male,Contract,0,54800.0
3,3,50,Manager,Hyderabad,1,3,5,Python,HR,56,14,Other,Contract,1,42100.0
26,3,57,Intern,Bangalore,4,5,3,Java,Operations,51,11,Other,PartTime,0,55600.0
11,3,25,Intern,Delhi,2,0,1,C++,HR,59,2,Other,Contract,1,41900.0
19,4,57,Manager,Bangalore,5,1,4,C++,IT,35,0,Male,FullTime,1,56100.0
26,4,31,Engineer,Delhi,0,3,4,C++,Finance,52,12,Male,FullTime,0,70700.0
22,3,24,Engineer,Mumbai,2,1,5,JavaScript,Operations,58,4,Female,PartTime,0,51500.0
20,4,57,Lead,Delhi,2,5,5,Java,Finance,44,6,Male,FullTime,0,66500.0
7,3,31,Lead,Chennai,2,5,3,Python,HR,53,10,Other,Contract,0,36600.0
6,2,32,Consultant,Hyderabad,5,5,2,SQL,Operations,44,22,Other,FullTime,1,21600.0
25,3,48,Manager,Mumbai,4,3,5,JavaScript,Admin,55,3,Male,PartTime,0,67500.0
8,1,46,Intern,Bangalore,3,3,4,JavaScript,IT,53,22,Female,Contract,0,15000.0
23,2,54,Consultant,Delhi,4,0,2,Java,Admin,44,5,Other,FullTime,1,64000.0
30,3,21,Analyst,Delhi,5,0,4,Python,Finance,54,22,Other,Contract,1,66200.0
24,1,26,Consultant,Mumbai,5,0,5,Java,IT,37,11,Female,Contract,1,64100.0
16,3,53,Manager,Bangalore,0,4,5,Python,IT,52,2,Male,Contract,0,52200.0
9,2,44,Manager,Chennai,4,4,4,SQL,Admin,43,23,Female,FullTime,1,36800.0
28,3,54,Intern,Bangalore,3,2,3,JavaScript,HR,39,27,Male,PartTime,0,88500.0
27,4,28,Director,Pune,4,0,2,C++,IT,56,3,Other,FullTime,1,84600.0
2,3,36,Intern,Chennai,0,4,2,Python,Admin,39,13,Other,Contract,0,25500.0
20,2,36,Manager,Mumbai,5,1,3,SQL,Finance,54,25,Female,FullTime,0,48500.0
24,5,36,Consultant,Pune,5,2,1,SQL,Admin,56,27,Female,FullTime,1,86000.0
7,3,54,Director,Mumbai,0,2,2,C++,Finance,50,20,Female,Contract,1,31500.0
13,4,40,Engineer,Hyderabad,5,3,5,JavaScript,Operations,45,13,Male,PartTime,0,50300.0
25,2,34,Analyst,Delhi,5,5,1,SQL,Finance,57,26,Other,PartTime,0,70200.0
